topic,category,rank,paper_key,short_citation,title,authors,year,venue,paper_type,role_in_topic,source_or_lookup_url,confidence,notes
surface reconstruction,organization,6,Duffy_2021,Duffy et al. (2021),Retrospective motion artifact correction of structural MRI images using deep learning improves the quality of cortical surface reconstructions,Duffy et al.,2021,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2021.117756,medium,auto 2020+; verify
surface reconstruction,organization,7,Tian_2021,Tian et al. (2021),Improved cortical surface reconstruction using sub-millimeter resolution MPRAGE by image denoising,Tian et al.,2021,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2021.117946,medium,auto 2020+; verify
susceptibility weighted imaging,measurement,1,Haacke_SWI_2004,Haacke et al. (2004),Susceptibility weighted imaging (SWI),Haacke et al.,2004,Magnetic Resonance in Medicine,SWI acquisition / processing,primary anchor / canonical method or dataset,https://doi.org/10.1002/mrm.20198,high,
susceptibility weighted imaging,measurement,2,Schweser_QSM_2011,Schweser et al. (2011),Quantitative imaging of intrinsic magnetic tissue properties using MRI signal phase: an approach to in vivo brain iron metabolism?,Schweser et al.,2011,NeuroImage,QSM / susceptibility pipeline,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuroimage.2011.02.013,medium,
susceptibility weighted imaging,measurement,3,BIDS_2016,Gorgolewski et al. (2016),"The Brain Imaging Data Structure, a format for organizing and describing outputs of neuroimaging experiments",Gorgolewski et al.,2016,Scientific Data,standard / data organization,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/sdata.2016.44,high,
susceptibility weighted imaging,measurement,4,COBIDAS_MRI_2017,Nichols et al. / OHBM COBIDAS (2017),Best practices in data analysis and sharing in neuroimaging using MRI,Nichols et al. / OHBM COBIDAS,2017,COBIDAS report / Nature Neuroscience related guidance,reporting / reproducibility guideline,additional pipeline/dataset/reference,https://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf,medium,
susceptibility weighted imaging,measurement,5,Eckstein_2021,Eckstein et al. (2021),Improved susceptibility weighted imaging at ultra-high field using bipolar multi-echo acquisition and optimized image processing: CLEAR-SWI,Eckstein et al.,2021,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2021.118175,medium,auto 2020+; verify
susceptibility weighted imaging,measurement,6,Wang_2023,Wang et al. (2023),An automatic interpretable deep learning pipeline for accurate Parkinson's disease diagnosis using quantitative susceptibility mapping and <scp>T1‐weighted images</scp>,Wang et al.,2023,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.26399,medium,auto 2020+; verify
susceptibility weighted imaging,measurement,7,Beliveau_2021,Beliveau et al. (2021),Automated segmentation of deep brain nuclei using convolutional neural networks and susceptibility weighted imaging,Beliveau et al.,2021,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25604,medium,auto 2020+; verify
task fMRI,measurement,1,SPM_1994,Friston et al. (1994),Statistical parametric maps in functional imaging: A general linear approach,Friston et al.,1994,Human Brain Mapping,statistical modeling / GLM,primary anchor / canonical method or dataset,https://doi.org/10.1002/hbm.460020402,high,
task fMRI,measurement,2,fMRIPrep_Task_2020,Esteban et al. (2020),Analysis of task-based functional MRI data preprocessed with fMRIPrep,Esteban et al.,2020,Nature Protocols,analysis protocol,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/s41596-020-0327-3,high,
task fMRI,measurement,3,Barch_HCP_Task_2013,Barch et al. (2013),Function in the human connectome: task-fMRI and individual differences in behavior,Barch et al.,2013,NeuroImage,task fMRI battery / HCP,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2013.05.033,medium,
task fMRI,measurement,4,Kriegeskorte_RSA_2008,Kriegeskorte et al. (2008),Representational similarity analysis—connecting the branches of systems neuroscience,Kriegeskorte et al.,2008,Frontiers in Systems Neuroscience,RSA / multivariate analysis,robustness / evaluation / cross-topic bridge,https://doi.org/10.3389/neuro.06.004.2008,high,
task fMRI,measurement,5,Haxby_MVPA_2001,Haxby et al. (2001),Distributed and overlapping representations of faces and objects in ventral temporal cortex,Haxby et al.,2001,Science,MVPA / perception,additional pipeline/dataset/reference,https://doi.org/10.1126/science.1063736,medium,
task fMRI,measurement,6,Grady_2020,Grady et al. (2020),Influence of sample size and analytic approach on stability and interpretation of brain‐behavior correlations in task‐related <scp>fMRI</scp> data,Grady et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25217,medium,auto 2020+; verify
task fMRI,measurement,7,Kennedy_2022,Kennedy et al. (2022),Reliability and stability challenges in ABCD task fMRI data,Kennedy et al.,2022,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2022.119046,medium,auto 2020+; verify
thalamus,organization,1,Behrens_Thalamus_2003,Behrens et al. (2003),Non-invasive mapping of connections between human thalamus and cortex using diffusion imaging,Behrens et al.,2003,Nature Neuroscience,probabilistic tractography / thalamus,primary anchor / canonical method or dataset,https://doi.org/10.1038/nn1075,high,
thalamus,organization,2,Behrens_ProbTrack_2007,Behrens et al. (2007),Probabilistic diffusion tractography with multiple fibre orientations,Behrens et al.,2007,Magnetic Resonance in Medicine,probabilistic tractography,"pipeline, benchmark, or second anchor",https://doi.org/10.1002/mrm.21145,high,
thalamus,organization,3,Yeo_2011,Yeo et al. (2011),The organization of the human cerebral cortex estimated by intrinsic functional connectivity,Yeo et al.,2011,Journal of Neurophysiology,network atlas / parcellation,"validation, caveat, or task template",https://doi.org/10.1152/jn.00338.2011,high,
thalamus,organization,4,Power_2011,Power et al. (2011),Functional network organization of the human brain,Power et al.,2011,Neuron,network atlas / graph construction,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuron.2011.09.006,high,
thalamus,organization,5,Tournier_MRtrix3_2019,Tournier et al. (2019),"MRtrix3: A fast, flexible and open software framework for medical image processing and visualisation",Tournier et al.,2019,NeuroImage,software suite / diffusion pipeline,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2019.116137,medium,
thalamus,organization,6,Li_2022,Li et al. (2022),"The human mediodorsal thalamus: Organization, connectivity, and function",Li et al.,2022,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2022.118876,medium,auto 2020+; verify
thalamus,organization,7,Scherer_2020,Scherer et al. (2020),Desynchronization of temporal lobe theta-band activity during effective anterior thalamus deep brain stimulation in epilepsy,Scherer et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116967,medium,auto 2020+; verify
thalamus,organization,8,Faria_2020,Faria et al. (2020),Multimodal <scp>MRI</scp> assessment for first episode psychosis: A major change in the thalamus and an efficient stratification of a subgroup,Faria et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25276,medium,auto 2020+; verify
tractography,organization,1,Behrens_Thalamus_2003,Behrens et al. (2003),Non-invasive mapping of connections between human thalamus and cortex using diffusion imaging,Behrens et al.,2003,Nature Neuroscience,probabilistic tractography / thalamus,primary anchor / canonical method or dataset,https://doi.org/10.1038/nn1075,high,
tractography,organization,2,Behrens_ProbTrack_2007,Behrens et al. (2007),Probabilistic diffusion tractography with multiple fibre orientations,Behrens et al.,2007,Magnetic Resonance in Medicine,probabilistic tractography,"pipeline, benchmark, or second anchor",https://doi.org/10.1002/mrm.21145,high,
tractography,organization,3,Tournier_CSD_2007,Tournier et al. (2007),Robust determination of the fibre orientation distribution in diffusion MRI: non-negativity constrained super-resolved spherical deconvolution,Tournier et al.,2007,NeuroImage,CSD / tractography,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2007.02.016,medium,
tractography,organization,4,Tournier_MRtrix3_2019,Tournier et al. (2019),"MRtrix3: A fast, flexible and open software framework for medical image processing and visualisation",Tournier et al.,2019,NeuroImage,software suite / diffusion pipeline,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuroimage.2019.116137,high,
tractography,organization,5,Basser_DTI_1994,Basser et al. (1994),MR diffusion tensor spectroscopy and imaging,Basser et al.,1994,Biophysical Journal,diffusion tensor method,additional pipeline/dataset/reference,https://doi.org/10.1016/S0006-3495(94)80775-1,medium,
tractography,organization,6,Warrington_2020,Warrington et al. (2020),XTRACT - Standardised protocols for automated tractography in the human and macaque brain,Warrington et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116923,medium,auto 2020+; verify
tractography,organization,7,Schilling_2021_2,Schilling et al. (2021),Prevalence of white matter pathways coming into a single white matter voxel orientation: The bottleneck issue in tractography,Schilling et al.,2021,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25697,medium,auto 2020+; verify
transdiagnostic,phenotype,1,Goodkind_Transdiagnostic_2015,Goodkind et al. (2015),Identification of a common neurobiological substrate for mental illness,Goodkind et al.,2015,JAMA Psychiatry,transdiagnostic meta-analysis,primary anchor / canonical method or dataset,https://doi.org/10.1001/jamapsychiatry.2014.2206,high,
transdiagnostic,phenotype,2,Woo_Biomarkers_2017,Woo et al. (2017),Building better biomarkers: brain models in translational neuroimaging,Woo et al.,2017,Nature Neuroscience,biomarker validation framework,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/nn.4478,high,
transdiagnostic,phenotype,3,Marquand_Normative_2016,Marquand et al. (2016),Understanding heterogeneity in clinical cohorts using normative models: beyond case-control studies,Marquand et al.,2016,Biological Psychiatry,normative modeling,"validation, caveat, or task template",https://doi.org/10.1016/j.biopsych.2015.12.023,medium,
transdiagnostic,phenotype,4,Thompson_ENIGMA_2014,Thompson et al. (2014),The ENIGMA Consortium: large-scale collaborative analyses of neuroimaging and genetic data,Thompson et al.,2014,Brain Imaging and Behavior,consortium / harmonized analysis,robustness / evaluation / cross-topic bridge,https://doi.org/10.1007/s11682-013-9269-5,high,
transdiagnostic,phenotype,5,Varoquaux_CV_2018,Varoquaux (2018),Cross-validation failure: small sample sizes lead to large error bars,Varoquaux,2018,NeuroImage,ML validation / sample size,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2017.06.061,medium,
transdiagnostic,phenotype,6,Li_2020_2,Li et al. (2020),Transdiagnostic time‐varying dysconnectivity across major psychiatric disorders,Li et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25285,medium,auto 2020+; verify
transdiagnostic,phenotype,7,Sargent_2021,Sargent et al. (2021),Resting-state brain oscillations predict cognitive function in psychiatric disorders: A transdiagnostic machine learning approach,Sargent et al.,2021,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2021.102617,medium,auto 2020+; verify
transdiagnostic,phenotype,8,Schaub_2021,Schaub et al. (2021),Neural mapping of anhedonia across psychiatric diagnoses: A transdiagnostic neuroimaging analysis,Schaub et al.,2021,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2021.102825,medium,auto 2020+; verify
traumatic brain injury,phenotype,1,Bates_VLSM_2003,Bates et al. (2003),Voxel-based lesion-symptom mapping,Bates et al.,2003,Nature Neuroscience,lesion-symptom mapping pipeline,primary anchor / canonical method or dataset,https://doi.org/10.1038/nn1050,high,
traumatic brain injury,phenotype,2,Marek_BWAS_2022,Marek et al. (2022),Reproducible brain-wide association studies require thousands of individuals,Marek et al.,2022,Nature,sample size / BWAS,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/s41586-022-04492-9,high,
traumatic brain injury,phenotype,3,FSL_2012,Jenkinson et al. (2012),FSL,Jenkinson et al.,2012,NeuroImage,software suite / pipeline,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2011.09.015,high,
